timestamp,cpu_usage
0,0.32483570765056163
1,0.30307012660612354
2,0.3522513599845407
3,0.4057035134865352
4,0.32723416549469825
5,0.33623570601296127
6,0.4354248881148731
7,0.40279350518141455
8,0.34826188979320466
9,0.4054606931420466
10,0.36097621384016654
11,0.36583424832763073
12,0.4053020221750243
13,0.3006918063088294
14,0.31229908137319434
15,0.3716351221983568
16,0.3493158042874293
17,0.4148788476750106
18,0.35198355931175895
19,0.3240148237019769
20,0.46421218112864593
21,0.3750321216405606
22,0.3842260506163552
23,0.3033331119069992
24,0.3403271818288559
25,0.36539334389588896
26,0.2940004583110313
27,0.36152288894066653
28,0.3034668805196502
29,0.3093402454317344
30,0.2840266701945169
31,0.3967719754687759
32,0.29348772442034526
33,0.23133988413788015
34,0.31557313540247633
35,0.20387949473248687
36,0.2661911354207525
37,0.14903287971516188
38,0.17240490846080658
39,0.24106644587505877
40,0.2612430794689777
41,0.22674070295305745
42,0.20706000863922916
43,0.19332822154559004
44,0.13091369309267703
45,0.16625477781375486
46,0.17759896108866416
47,0.2528637855545357
48,0.217564453594839
49,0.11360273096943002
50,0.2203117710034259
51,0.1881644177464109
52,0.1778084344126867
53,0.24735707021965325
54,0.2742735273691988
55,0.27600997339877076
56,0.1949124600516359
57,0.2294708269476755
58,0.27010295362880243
59,0.31138958987309434
60,0.24809973828784287
61,0.27250080073959954
62,0.23637431101794892
63,0.24187105884440144
64,0.3522812116047592
65,0.3893240002373227
66,0.3275536302723211
67,0.39066163695626105
68,0.3674931363662425
69,0.32558798870856376
70,0.3837684401472996
71,0.449798732335886
72,0.3775754844294177
73,0.4632758448535568
74,0.2588835543766755
75,0.43489512289623505
76,0.40114432061505717
77,0.38386645586440665
78,0.4044423733642356
79,0.3005156884539325
80,0.3879522302704626
81,0.41484460966009595
82,0.46796775790505307
83,0.36430367246194695
84,0.34503521066416865
85,0.3547608590831222
86,0.41920981567251503
87,0.3827344784912025
88,0.3320037091008242
89,0.3757654573014563
90,0.34606572599157764
91,0.3803420857615797
92,0.2871863367161571
93,0.29606233502081775
94,0.28287213488872787
95,0.21930914054721312
96,0.29737333573093083
97,0.28587670096790024
98,0.2636077599069302
99,0.24251705395371048
100,0.1748293518085423
101,0.21646066897244384
102,0.21287680541430726
103,0.1831175555625608
104,0.20915306750813414
105,0.2322329668435599
106,0.3020317528992459
107,0.21306538901457311
108,0.21478389652948907
109,0.19673407888105388
110,0.10406241857997756
111,0.19921904740714025
112,0.20509373758191954
113,0.32776018063405543
114,0.19844909919447629
115,0.22753214964783774
116,0.21598155201786692
117,0.16536773972712004
118,0.2877886322480388
119,0.2757829404106354
120,0.2858943055521088
