start_time,cpu_usage,memory_usage
274800000000,0.00466156005859375,0.00592041015625
1800713000000,0.0,9.5367431640625e-07
81300000000,0.024200439453125,0.002788543701171875
1075500000000,0.047607421875,0.034423828125
1565315000000,0.000270843505859375,7.62939453125e-05
1626600000000,0.0794677734375,0.00323486328125
343800000000,0.0042572021484375,0.001316070556640625
455400000000,0.0064697265625,0.0007581710815429688
2249100000000,0.0002002716064453125,0.0006771087646484375
2101200000000,0.0121917724609375,0.004119873046875
120300000000,0.000518798828125,0.0026702880859375
708228000000,0.001049041748046875,6.580352783203125e-05
85136000000,0.0,8.58306884765625e-06
1342800000000,0.00021839141845703125,0.000896453857421875
1051589000000,0.0018672943115234375,0.00031757354736328125
1475400000000,0.031982421875,0.01922607421875
2361900000000,0.01812744140625,0.0020751953125
2546100000000,0.00037860870361328125,0.001953125
295905000000,0.0088348388671875,0.00567626953125
174900000000,0.0322265625,0.019287109375
1627457000000,0.00030994415283203125,0.00013065338134765625
2134800000000,0.0080108642578125,0.0017719268798828125
2475300000000,0.011505126953125,0.00662994384765625
25800000000,0.0006113052368164062,0.00528717041015625
1078200000000,0.0338134765625,0.0186767578125
291299000000,0.0,0.0006971359252929688
2490300000000,0.0118255615234375,0.0101318359375
2103600000000,0.00015163421630859375,0.0006961822509765625
120300000000,0.000518798828125,0.0026702880859375
1447200000000,0.00020599365234375,0.0015354156494140625
735574000000,3.337860107421875e-05,1.1444091796875e-05
1812600000000,0.0008907318115234375,0.00109100341796875
1988700000000,0.002574920654296875,0.00391387939453125
2249100000000,0.0002002716064453125,0.0006771087646484375
2506500000000,0.0004425048828125,0.00615692138671875
520231000000,0.0,9.5367431640625e-07
330000000000,0.00010204315185546875,0.0004482269287109375
842400000000,0.00017452239990234375,0.0013027191162109375
361200000000,0.0019683837890625,0.0006999969482421875
1350000000000,0.0091552734375,0.00615692138671875
2429400000000,0.01641845703125,0.0017452239990234375
454200000000,0.000667572021484375,0.00225830078125
945782000000,0.0,9.5367431640625e-07
1425600000000,0.00595855712890625,0.00373077392578125
2565900000000,0.00141143798828125,0.00028324127197265625
868500000000,0.0085601806640625,0.0097198486328125
951900000000,0.000156402587890625,0.0087127685546875
1813500000000,0.0005779266357421875,0.0010986328125
39900000000,0.00705718994140625,0.0010433197021484375
522900000000,0.029296875,0.018157958984375
1504505000000,0.00109100341796875,0.0009822845458984375
2157707000000,0.0,8.7738037109375e-05
1008600000000,0.097900390625,0.0738525390625
2249100000000,0.0002002716064453125,0.0006771087646484375
1612200000000,0.00039958953857421875,0.00232696533203125
1844400000000,0.00019168853759765625,0.000438690185546875
2290800000000,0.00732421875,0.002475738525390625
1720246000000,0.0,9.5367431640625e-07
1762707000000,0.008544921875,0.00135040283203125
771900000000,0.014739990234375,0.0082550048828125
2103600000000,0.00015163421630859375,0.0006961822509765625
361200000000,0.0019683837890625,0.0006999969482421875
1008600000000,0.097900390625,0.0738525390625
1503600000000,0.000396728515625,0.00356292724609375
1447200000000,0.00020599365234375,0.0015354156494140625
1944000000000,0.0040130615234375,0.003032684326171875
904411000000,0.0003604888916015625,0.0010833740234375
1038900000000,0.011260986328125,0.00560760498046875
916500000000,0.0218505859375,0.012481689453125
840898000000,0.0,0.0
2537100000000,0.00013065338134765625,0.00014972686767578125
2288922000000,0.0,9.5367431640625e-07
1447200000000,0.00020599365234375,0.0015354156494140625
1447200000000,0.00020599365234375,0.0015354156494140625
2451300000000,0.0003814697265625,0.0001678466796875
414300000000,0.002040863037109375,0.00423431396484375
994500000000,0.025421142578125,0.0078277587890625
1987500000000,0.0143280029296875,0.002777099609375
2107200000000,0.0064544677734375,0.0023956298828125
2093700000000,0.0325927734375,0.0404052734375
120300000000,0.000518798828125,0.0026702880859375
2678400000000,0.037109375,0.001163482666015625
1493984000000,0.01068115234375,0.0017414093017578125
1078200000000,0.0338134765625,0.0186767578125
708228000000,0.001049041748046875,6.580352783203125e-05
629100000000,0.0001087188720703125,0.000591278076171875
1247700000000,0.0121307373046875,0.0053558349609375
2603400000000,0.009063720703125,0.002105712890625
342000000000,0.000209808349609375,0.000698089599609375
1470718000000,0.0,9.72747802734375e-05
1914000000000,0.000354766845703125,0.0010089874267578125
703800000000,0.0008182525634765625,0.0155792236328125
2635392000000,0.0,0.000335693359375
315108000000,0.0,5.14984130859375e-05
2314500000000,0.0009412765502929688,0.0002346038818359375
985800000000,0.0023651123046875,0.0018596649169921875
1707600000000,0.004974365234375,0.0135955810546875
85136000000,0.0,8.58306884765625e-06
639900000000,0.000400543212890625,0.00115966796875
1519500000000,0.0085601806640625,0.001232147216796875
1580400000000,0.00543975830078125,0.129638671875
1503600000000,0.000396728515625,0.00356292724609375
2103600000000,0.00015163421630859375,0.0006961822509765625
1546860000000,0.0,1.9073486328125e-06
1504505000000,0.00109100341796875,0.0009822845458984375
1788817000000,0.00289154052734375,0.0006847381591796875
1317000000000,0.0082244873046875,0.0009746551513671875
210300000000,0.0006542205810546875,0.00247955322265625
2360400000000,0.0177001953125,0.007965087890625
1623600000000,0.0093994140625,0.0011348724365234375
738590000000,0.001644134521484375,0.00029087066650390625
1727974000000,0.0007562637329101562,0.00038814544677734375
989700000000,0.000240325927734375,0.0002288818359375
1819101000000,0.003292083740234375,0.002658843994140625
2537100000000,0.00579071044921875,0.002803802490234375
265925000000,0.0,9.5367431640625e-07
2354603000000,0.0079803466796875,0.003009796142578125
297900000000,0.0224609375,0.01953125
1359170000000,0.0,0.0001010894775390625
